date,electricity,gas
20000710,3.0933954026390102,1.5814310104890936
20000711,3.238153886702616,1.634110486918516
20000712,3.0232598459103346,1.640612141708805
20000713,3.2639753761744883,1.6453899915831067
20000714,3.140827490150799,1.6151881887289257
20000715,3.1769721083431626,1.665172295604017
20000716,3.141409743298904,1.6179900368979998
20000717,3.465888323038068,1.5934530916606597
20000718,3.1988422920278285,1.6223741511241443
20000719,3.0633327205019163,1.561684551147643
20000720,3.453068605518774,1.666635065319101
20000721,3.1727967238287524,1.6199664620053196
20000722,3.211306783988851,1.6053865856042175
20000723,3.236849297969314,1.605389193439163
20000724,3.4208497495907024,1.6109335274864336
20000725,3.349201611565786,1.625549915896504
20000726,3.194517054577912,1.5716200304031098
20000727,3.3063677489313035,1.6323594508099994
20000728,3.2145518246204423,1.6011532527073256
20000729,2.9904609756167977,1.6598239421215664
20000730,3.2937996549706305,1.5615771517369572
20000731,3.502686201872616,1.6207366494711857
20000801,3.4998755622073108,3.091659225373844
20000802,3.646097460107803,3.106312230451578
20000803,3.6336849889203533,2.984204633273956
20000804,4.003158754926289,3.0982098897006027
20000805,3.961986351250572,2.9740435676786108
20000806,3.75636092312275,3.057111031776839
20000807,3.53457140056739,3.0444006086449815
20000808,3.561728432963686,3.0813505017117633
20000809,3.5930199557199383,3.073753812373161
20000810,3.467674757228339,2.9908940299710665
20000811,3.348999408026215,3.1164807826580168
20000812,3.6163733290043467,3.045971160315207
20000813,3.8341981816429485,3.1949112972567764
20000814,3.531566405442274,3.0838694921423637
20000815,3.4676357478078175,3.128406124506128
20000816,4.205067103343438,3.106012720144027
20000817,3.8207938446030294,3.070296225802964
20000818,3.5245151495061515,3.1004201648561502
20000819,3.7047469756021574,3.028472286234895
20000820,3.6938627647511084,3.1000383745005546
20000821,3.9021957714113533,3.0474073579505037
20000822,4.054598179592859,3.0969197061197073
20000823,3.8092211452761813,3.099114320370421
20000824,3.9564777464015837,3.1454820758595408
20000825,4.002672716407044,2.9931297993793207
20000826,3.739169479577466,3.0653484431839706
20000827,3.718251999459927,3.011908658183002
20000828,3.501530687069055,3.027463073924841
20000829,3.633679671894455,3.052633785261633
20000830,3.4128020906100596,2.9511218456603805
20000831,3.751479932785394,3.059977477683851
20000901,3.9270267744257694,4.474216818777064
20000902,3.9353124110337285,4.573495926677809
20000903,4.092738495374807,4.461141763052942
20000904,4.149021735924805,4.642842527743835
20000905,4.139259864252151,4.5682244518521955
20000906,4.37586257871198,4.597760438816605
20000907,4.046907445730257,4.5159167684481405
20000908,4.111529457513768,4.5192834613240604
20000909,4.268760919919785,4.351260437975447
20000910,3.703727524388709,4.474179507615531
20000911,3.851741497741651,4.570133194172444
20000912,3.9021712814595473,4.3941845766411625
20000913,3.9001207335065513,4.451808071342641
20000914,3.7149734431315093,4.502709130928969
20000915,4.194603762676786,4.610610626281928
20000916,4.024158991077501,4.475440997149886
20000917,3.792166164196614,4.705720683117751
20000918,4.30285599405894,4.416545487685046
20000919,3.7998345219409417,4.438082665668101
20000920,4.103351220738895,4.563052252751808
20000921,4.302714589119652,4.370734846089539
20000922,3.8992968395657814,4.440188884790095
20000923,4.460076732571247,4.583240311325359
20000924,3.8959262928608442,4.482058861877499
20000925,4.148504321068204,4.552456934753503
20000926,4.050174193875522,4.480657176819522
20000927,4.206056038486457,4.5857136228941275
20000928,4.070568008236232,4.441927778868192
20000929,4.303285430807972,4.432178289512374
20000930,4.161683012332117,4.644667330500015
20001001,4.415204874892608,6.02704593125882
20001002,4.140081567919442,5.714258056316164
20001003,4.379596080593641,6.15592675354887
20001004,4.563770709546027,5.90727191916998
20001005,4.17041166457405,5.902135442759935
20001006,4.113390170659276,5.88900104608057
20001007,4.849733582144929,6.076464442959909
20001008,4.014426963946925,6.051615659025041
20001009,4.682844089990605,5.868908124628979
20001010,4.328263642068486,5.884495614185579
20001011,4.364115905894893,5.941785138845821
20001012,4.256959831003989,6.057101258833414
20001013,4.5072180217760005,5.81012913448875
20001014,4.577664779823299,5.71985638030443
20001015,4.594320079758733,6.123696055342072
20001016,4.229694892042694,5.776931110238511
20001017,4.196461833633496,5.856388638797777
20001018,4.866293765574672,6.0866680684322185
20001019,4.707078750132425,5.805217726763543
20001020,4.584975759725584,6.051825331581575
20001021,4.198950670117394,6.1318704554452355
20001022,4.771268951966529,6.1647328170472475
20001023,4.547917128661707,5.938153282082381
20001024,4.620629216836473,5.939016489239402
20001025,4.435722618262987,5.943744077875531
20001026,4.226494009744971,6.087643245713152
20001027,4.04302770948442,5.982554504484874
20001028,4.777779171078068,5.893998902441361
20001029,4.329249544147545,5.9750184119177705
20001030,4.5111619076376535,5.884062402932062
20001031,4.408309515635941,6.1111408865509445
20001101,4.6779348888218,7.340137168643523
20001102,4.766445499932638,7.193960182991695
20001103,4.86990101481709,7.312379637910219
20001104,4.893542478360411,7.574780740770068
20001105,4.980263468792058,7.560013058407598
20001106,4.961441356262685,7.27424654882526
20001107,4.91251511365712,7.461850202906546
20001108,4.913279318923314,7.13369899595964
20001109,4.750850350385038,7.426020497030759
20001110,4.650481961709396,7.472999086316818
20001111,4.9653634148941075,7.213698412516905
20001112,5.009561806750701,7.464483937985638
20001113,4.630979907964228,7.3438135100110715
20001114,5.037398174826673,7.516926863725679
20001115,4.876764120878219,7.490463128702597
20001116,4.420668145173884,7.314075742069125
20001117,5.05766512758423,7.446585303560256
20001118,4.696463377432837,7.342405324534977
20001119,4.940377019791409,7.22119208259638
20001120,5.243760324392593,7.323198999446809
20001121,5.021067048707915,7.383451460190263
20001122,4.735838403453397,7.211539969939616
20001123,4.666581034901121,7.310235873243618
20001124,5.0009696711023786,7.2968857728503185
20001125,4.912210920419054,7.275060666694642
20001126,5.134203343733046,7.39142894989563
20001127,4.751676140433622,7.176186235896166
20001128,5.191251820256027,7.40088117469806
20001129,4.346776459210693,7.545204728476469
20001130,4.8049886122393435,7.230338628852282
20001201,5.173080054886985,8.788723134002936
20001202,4.847401442526686,8.87195739760632
20001203,5.342441669930579,8.919135325442786
20001204,5.187457970679938,8.863175285076936
20001205,5.385419718589828,8.916007496280962
20001206,5.310619162982607,8.726161755868455
20001207,5.3185096413946225,8.852265372134351
20001208,5.385034644321797,8.834003144166138
20001209,5.044085789518756,8.84421810010487
20001210,5.309236018042307,8.95353222104772
20001211,5.1415915311696585,8.451325235873375
20001212,5.486142408946705,9.245973390600128
20001213,5.348422433314384,8.86288104073036
20001214,4.943711975382522,8.727061171115196
20001215,4.918265381470297,8.575891966191673
20001216,4.502013017506216,9.072670316297403
20001217,4.817648775484393,8.901642750504756
20001218,5.452026583570236,8.784988887000859
20001219,4.9336598068904625,8.62105795758749
20001220,5.121749271769492,8.884615847143369
20001221,4.826147143312799,8.65997500089398
20001222,4.818985158642561,9.034674243993523
20001223,5.149020844321954,8.839020399272554
20001224,5.388049332538153,8.744705913348625
20001225,5.196665064083306,8.621143526797505
20001226,5.946876137220998,8.499457700264108
20001227,5.313483761609392,8.931959767575554
20001228,4.738782482493035,8.830355529445544
20001229,6.153564738909642,9.094019109915793
20001230,5.55114169424515,9.078373445926463
20001231,5.352721829035039,8.429179850104862
20010101,5.277317209932718,8.814801780746011
20010102,4.8819505496036895,8.873356471002108
20010103,5.362631414344081,8.875184933312527
20010104,4.529079515540458,8.764945731368922
20010105,5.511480717247276,8.776049446056719
20010106,5.533420209538672,8.814920154508501
20010107,5.46803241230886,9.209724462573362
20010108,4.9885729987970135,8.543233392231365
20010109,6.257611135814721,8.96810721467492
20010110,5.2664241311321245,8.829024316612879
20010111,5.10421164221976,8.943636003285615
20010112,5.537368903933982,8.56910495808332
20010113,5.115986951457334,8.758431912947549
20010114,5.0892846920280705,8.65468399116743
20010115,5.094678373877296,8.966181453856128
20010116,5.331142654252307,9.202125868573317
20010117,5.025111087968049,8.895161421121777
20010118,5.226315082010124,9.013726115656748
20010119,5.038639314888509,8.726814738846544
20010120,5.365812990159613,8.61677723318619
20010121,5.5712102211753995,8.895586015039969
20010122,6.078831762756526,8.830045749604446
20010123,5.428642438854655,8.600639403235741
20010124,5.226822305416326,9.075055873662379
20010125,6.14003930213456,8.747578872563919
20010126,5.789623004199404,8.846182937540249
20010127,5.139758051799632,9.02004021220204
20010128,4.890825018378511,8.804650177344618
20010129,5.3462022494827925,9.121205099849346
20010130,5.297843535776776,8.918975570218462
20010131,4.725284759420054,8.583367962040118
20010201,4.818877624354946,7.336401589462632
20010202,4.972832215162336,7.414702955531422
20010203,4.9929451448693465,7.560110553061256
20010204,4.908703047079362,7.249444634074841
20010205,5.112164663942752,7.241287241239853
20010206,4.751332015597381,7.321066899376823
20010207,4.830225263896518,7.716987570474493
20010208,4.2041383982313985,7.400378594513622
20010209,4.751452246528565,7.43925870003573
20010210,5.170152821900456,7.395474399361293
20010211,5.010900359602208,7.192625555651102
20010212,4.698161912952681,7.3444844316459905
20010213,4.253499438888266,7.09706879714395
20010214,4.352967593231159,7.449865073416008
20010215,4.98933683381255,7.414083327086752
20010216,4.702062160487563,7.323950948421162
20010217,5.025203604681489,7.23009641210041
20010218,5.01872088621062,7.3067714585997
20010219,5.5296044227915155,7.309453622796911
20010220,4.6901734377527236,7.47188998225214
20010221,4.693796707104804,7.3222578058914
20010222,4.493705004148822,7.511421910993427
20010223,5.22282074789629,7.230425823658242
20010224,4.800971842722398,7.360857572246898
20010225,4.836245090960833,7.306960877738593
20010226,4.108096214741439,7.2603565684489695
20010227,4.905517198761103,7.450747578087397
20010228,4.748424663637593,7.399812961973904
20010301,4.679099322735638,5.9100770745899
20010302,4.426091659801636,6.024428416555584
20010303,4.542702640899022,5.862221491162064
20010304,4.285048415919693,5.867496760180289
20010305,4.687106793082849,5.913848548976541
20010306,4.826293428644358,5.829524129445821
20010307,4.781175057675123,5.959488962508318
20010308,4.675105070956577,5.747673612948958
20010309,4.371244236531605,5.6323086780864795
20010310,4.26649660453973,6.098783093759229
20010311,4.9438377736318895,6.090723444526308
20010312,4.775188862410771,5.758447310850815
20010313,4.395667374716362,5.930858545328119
20010314,4.165955396221211,5.693426912110048
20010315,4.307107627997296,5.806807614919072
20010316,4.099556550107518,5.8551721618170625
20010317,4.823574711121275,5.784649941200538
20010318,5.117427018185181,5.831187586390635
20010319,4.742047178971415,6.046103842104239
20010320,4.285663986753122,6.065687372144328
20010321,4.772744560218664,5.8460101406788665
20010322,4.4775293765140205,5.933890965110415
20010323,5.147059997014244,5.968504678678361
20010324,4.483073931929598,5.9896246664470265
20010325,4.298146264926313,5.807934067908942
20010326,4.619139371023273,5.838975515815462
20010327,4.047111875520568,5.957720631351467
20010328,4.647239274332908,5.803429727479464
20010329,3.9376277617762843,5.989784505525645
20010330,4.679486672331106,5.688060550462486
20010331,4.764319530308512,5.89466623934366
20010401,4.069940434560739,4.272848912931718
20010402,3.879757257016583,4.355365797630495
20010403,4.113635770076427,4.530347405514829
20010404,4.547708423029303,4.484498438789674
20010405,4.058323069228329,4.324507710606376
20010406,3.6397755503332987,4.543854368580883
20010407,4.121768525572791,4.477565631397536
20010408,4.366498854422617,4.529746898889614
20010409,3.5294115833755155,4.405320243987276
20010410,4.2244555080394965,4.352794780660086
20010411,4.185155312040799,4.465641897523092
20010412,4.046571794770236,4.5384322200315745
20010413,4.373676526260992,4.405018531788391
20010414,3.8719093144529073,4.352445084692132
20010415,4.32689220752949,4.501180840131487
20010416,4.1974799466254336,4.326962247020725
20010417,4.364660961554647,4.350120460141476
20010418,4.218238871000046,4.480736373919719
20010419,4.2669110317489345,4.389548698559708
20010420,4.542860061000631,4.300245155257245
20010421,4.218865594020036,4.358459668039538
20010422,3.775081991681678,4.405686768786719
20010423,4.241192050275309,4.451189643706432
20010424,4.007352820181001,4.4808590049660815
20010425,4.393304997065976,4.386928130680653
20010426,4.607575038658284,4.556694440919063
20010427,4.415543407885732,4.45228545832254
20010428,4.3754241381550365,4.526162154416548
20010429,4.209609595079223,4.3715647593702895
20010430,4.233126890505021,4.484876356285662
20010501,3.7064444838276454,2.9951529333199525
20010502,3.7393347070942777,2.954758860332058
20010503,3.955725251420924,3.000558406138662
20010504,3.8968542451482278,3.0609318404298276
20010505,3.69672314278171,2.989440502116705
20010506,3.764820919094015,3.025937143084647
20010507,3.914549641343304,3.0821463634353408
20010508,3.859259116112647,2.977850517200386
20010509,3.939402542954851,3.169329016929152
20010510,3.832162830043727,3.0115016835756543
20010511,3.4989731600186142,2.9041925058733757
20010512,3.421526669849725,3.0517035446027827
20010513,3.595127179126629,3.0484589638422124
20010514,3.7777832266838085,2.9450087542700394
20010515,3.3619994288803747,2.9867288732135497
20010516,3.8305334841043175,2.9829544993459933
20010517,3.643998627311927,2.9412556542922643
20010518,3.7445729051053753,2.9659910350200858
20010519,3.621789555933908,2.9565133425891585
20010520,3.5749153954965873,3.0773244230865866
20010521,3.4921754201761743,3.00115901831063
20010522,4.1266624213545775,3.0079050825897022
20010523,3.2737884320792174,3.0016267074125547
20010524,3.861829420328885,3.14021994853032
20010525,3.6669644023071992,3.020773069222759
20010526,3.522372202764875,3.002070912304177
20010527,3.87258471424148,2.8987170742598614
20010528,3.7802137521636276,3.076229647895383
20010529,4.147005057779555,2.951880668779777
20010530,3.975417209518222,2.968312331710156
20010531,3.970338302757097,2.901907052045229
20010601,3.0875331713126664,1.6017117005519144
20010602,3.3643665053335927,1.5939802834271046
20010603,3.442963776275595,1.639769736582911
20010604,3.540618095104755,1.5500716997422752
20010605,3.7143189122081495,1.6277958765720857
20010606,3.57547185527919,1.5973095885178359
20010607,3.39862312433906,1.6145660020597663
20010608,3.7342413700775645,1.589545021502281
20010609,3.1362596512717276,1.5696326711772175
20010610,3.4556328912536736,1.6218796876597945
20010611,3.4494677472484088,1.6111671293423904
20010612,3.108061070127464,1.5578990498191387
20010613,3.1310861801110934,1.6310495683797321
20010614,3.6023595704127436,1.590439742959303
20010615,3.558177576405364,1.6166838583706715
20010616,3.551965372008026,1.5783078363022878
20010617,3.7925533443142627,1.6457048925606308
20010618,3.228176169536473,1.5707969668997992
20010619,3.445586066984271,1.5740459501527004
20010620,3.2034280322472974,1.6484590035573425
20010621,3.403356166958626,1.5787792148238755
20010622,3.442553072834311,1.5650151052849461
20010623,3.671168863597652,1.6057881093048272
20010624,3.3456499309869283,1.55712204631579
20010625,3.0978996803605248,1.5481833427159688
20010626,3.252688075152026,1.6192778987098806
20010627,3.3665073298348376,1.5914371134069842
20010628,3.0158966688265867,1.5890884530805844
20010629,3.2876140245505434,1.5384884674975678
20010630,3.632347466903984,1.538205081251429
20010701,3.535246873749201,1.5933817150878793
20010702,2.934605310459986,1.618730328505553
20010703,3.6402174263018523,1.6129625686632862
20010704,3.574994474583971,1.552163820779016
20010705,3.512030508393938,1.5841905613045277
20010706,3.3243735100472556,1.5635835322648048
20010707,3.4523359497198767,1.5897027782695385
20010708,3.440383774976534,1.5853207663131337
20010709,3.0862161917530595,1.5663213381978713
20010710,3.4793741595034433,1.5595743841804173
20010711,3.2954029040738755,1.58199449719844
20010712,3.2874998897763947,1.5603260556353944
20010713,4.0206762496124835,1.5879234232917363
20010714,3.3986569299819407,1.5582590665126617
20010715,3.3790998713678615,1.6016835028859044
20010716,3.6565389463771227,1.5715579226177525
20010717,3.4068206341767744,1.6479154940098375
20010718,3.2893694460605998,1.5887335970043166
20010719,3.4754284566089564,1.5700181146236516
20010720,3.2071155443067085,1.6311286734141526
20010721,3.5940562720096856,1.5462474610722396
20010722,3.1965238709376935,1.642175699575807
20010723,3.1913905401358655,1.6030374211294303
20010724,3.3695826136331175,1.5798087884861156
20010725,3.994601908001474,1.564061869872985
20010726,3.5145597982324945,1.586384048131961
20010727,3.1333433267524886,1.5947153143253492
20010728,3.3626367295678583,1.5997292188554457
20010729,3.256477297673436,1.6198172196160154
20010730,3.4440319728274194,1.609088281714963
20010731,3.565625867263248,1.6000777640710033
20010801,3.8725392830247296,3.0271117280148303
20010802,3.9986807120528134,3.000926351831707
20010803,3.4771271991767736,3.0590754490347436
20010804,4.272590426074522,2.938584099117914
20010805,3.705281700768787,2.9858197055691584
20010806,3.878174268506655,2.891150672982779
20010807,3.7594231982675272,3.1045183440338113
20010808,3.6047431975894164,3.1115476501566297
20010809,3.738968539012207,2.979020865312075
20010810,3.733073776500297,3.015835756947484
20010811,3.9951376409190713,2.9786089866621355
20010812,3.8112015716403884,3.0647341870414078
20010813,3.7190488109893804,2.9781169437251287
20010814,3.4369238774079776,3.0456626459761007
20010815,3.7612581708630017,3.0170214606241488
20010816,3.6770275613257164,2.9558055259093052
20010817,3.6145684954232093,2.9721544524789794
20010818,4.194406091271017,2.9617954269332607
20010819,4.1675967042300694,2.9748811791471557
20010820,3.713881193806271,2.8990282240272984
20010821,3.958535741184359,2.916434556214213
20010822,3.8768372382065763,2.9490946356825085
20010823,3.5937410389195543,2.977498893166704
20010824,3.8651575110850693,3.0290246152926996
20010825,3.725906797351646,2.995685739618912
20010826,3.958373026846595,3.022866097680655
20010827,4.316333085135576,2.9701071835483153
20010828,3.957869079682276,3.0638949681159247
20010829,3.9927176530590685,2.9643722923463764
20010830,3.727159806564532,3.0382706029918034
20010831,3.882811058979275,2.99408973235261
20010901,4.08163587010427,4.351561191235287
20010902,4.102663920213755,4.526015342802891
20010903,4.241122283511084,4.348223829732908
20010904,4.2689235288092355,4.4640959382519965
20010905,4.2552599452822015,4.42738311079666
20010906,4.117503467748918,4.390473264726606
20010907,4.337194773507711,4.507180420948518
20010908,4.241352074003517,4.317739410990619
20010909,4.31525484735648,4.378376032423343
20010910,4.7982676685934145,4.445401409904981
20010911,3.89219319541488,4.330408168174156
20010912,4.174883630272906,4.534899485497805
20010913,4.267194531086101,4.42143710905773
20010914,3.9259541492324685,4.624399329475388
20010915,4.454616178322096,4.59423536772635
20010916,3.9970100080740494,4.5713706319068566
20010917,4.082412328389087,4.380735196558257
20010918,4.2730192699161424,4.473080128273094
20010919,4.01539182063296,4.30391925038201
20010920,3.712436718149226,4.479810405745823
20010921,4.689054722650088,4.420270900469124
20010922,4.9276495152151,4.288361027807748
20010923,4.908182003200306,4.451584989123573
20010924,4.379728914853644,4.3849113267488145
20010925,3.9686733253624644,4.5033025149483565
20010926,4.350185906218369,4.519691844616852
20010927,4.162370478343431,4.215817968904255
20010928,3.9007200907428228,4.461075457592162
20010929,4.918120157366602,4.457216230014377
20010930,4.344200751778395,4.453232345083368
20011001,4.152811197178707,5.762765668408343
20011002,5.0075110082530285,6.092179034199377
20011003,4.4241399993613895,5.8277881522207515
20011004,4.787780965428202,5.794585386169844
20011005,4.576975262055871,5.741340948711656
20011006,4.432384727806094,5.910269004888917
20011007,4.879220230469566,6.0046703590718575
20011008,5.085765168387312,5.831706468684164
20011009,5.1060233566445135,5.874006898419321
20011010,4.8729618233240615,5.90306991788784
20011011,4.414865820835448,5.883306608373932
20011012,4.61653949098833,5.769441362427433
20011013,4.741102258191045,5.947637853948493
20011014,4.36277342428872,5.857654144643233
20011015,4.4777092356224815,5.70917472613494
20011016,4.404538216296937,5.795794342711143
20011017,4.610785783330275,5.816377443223164
20011018,4.5038322212754,5.847695460501787
20011019,5.2053754032721855,5.804450077101268
20011020,4.63449826753634,5.760430102922495
20011021,4.596780259450607,5.749568153193183
20011022,5.048874065705441,5.634107653821661
20011023,4.366288893624765,5.951155385458027
20011024,5.297042643550642,5.804820548449317
20011025,4.33548794034527,5.811411796743364
20011026,4.973978047343232,5.613491822705649
20011027,4.5324637647485115,5.766564264043771
20011028,4.696127734797629,5.782021911863103
20011029,4.07044894214848,5.907956541645667
20011030,4.395337713010923,5.696667280076755
20011031,4.406488842382617,5.764298386120372
20011101,5.209827961565867,7.0136831634371
20011102,5.2426024718809865,7.27857860350651
20011103,4.957568552051116,7.100052929253783
20011104,5.605397555114043,7.188078591487135
20011105,4.995969451177599,7.324048666738922
20011106,5.39974388784217,7.196260837291784
20011107,5.138211422836331,7.3793001392281825
20011108,5.506099582789631,7.088179731147545
